,compound,clean_strain,pretty_name,slope,std,stderr
153,putrescine,nusA_sspA_ybeX_mpl,ΔproV sspA* nusA* ΔybeX mpl::kan,0.12065729525677082,0.044382036683041096,0.025623980826137625
202,putrescine,proV_rpsG1_mreB,,0.2668047778658526,0.003567944909254079,0.0020599539538115976
63,putrescine,PUTR4-3,PUTR4-3,0.26391623873451214,0.004670633163028116,0.0019067780041900537
203,putrescine,proV_rpsG1_spoT,ΔproV rpsG1* spoT*,0.09381860609557552,0.021568821016645714,0.012452764620063261
179,putrescine,proV_cspC_ybeX,ΔproV ΔcspC ybeX::kan,0.13375028341382575,0.04999530590957471,0.028864803325110648
64,putrescine,PUTR5-6,PUTR5-6,0.22745506056917472,0.013697862236188282,0.005592128840933374
65,putrescine,PUTR7-7,PUTR7-7,0.31488107755246114,0.02413396790868467,0.009852651140830247
151,putrescine,nusA_sspA_ybeX,ΔproV sspA* nusA* ybeX::kan,0.0,0.0,0.0
183,putrescine,proV_mreB,ΔproV mreB*,0.2704014250033527,0.00885944053831806,0.005115000379667415
215,putrescine,ptsP,ptsP::kan,0.20792475070126645,0.08233095570908731,0.04753379944128072
172,putrescine,proV,proV::kan,0.13823862627724712,0.04676013212957543,0.015586710709858476
173,putrescine,proV_argG,ΔproV argG*,0.12356309650688428,0.03318160947862467,0.01915741116462899
212,putrescine,pstS,pstS::kan,0.06808611633014709,0.009037163272967616,0.005217608648358453
238,putrescine,rpsG1,rpsG1*,0.23205586498014505,0.010454726242678933,0.004268124115841361
56,putrescine,MG1655,K-12 MG1655,0.10336684288596171,0.07544230691471794,0.01947911988534475
240,putrescine,rpsG1_mpl,ΔproV rpsG1* mpl::kan,0.19635888645408053,0.009427938997191054,0.005443223117931626
204,putrescine,proV_spoT,ΔproV spoT*,0.0,0.0,0.0
211,putrescine,proV_yobF,ΔproV yobF::kan,0.1051482271659051,0.054039673510912635,0.0311998200484449
210,putrescine,proV_ygaC_edd/zwf,ΔproV ygaC* edd/zwf*,0.25566306053094084,0.03362685982216333,0.019414476570327813
244,putrescine,rpsG1_mreB_mpl,ΔproV rpsG1* mreB* mpl::kan,0.27266321377561825,0.005224667205044247,0.003016463017258506
209,putrescine,proV_ygaC,,0.24333102814648055,0.01436264967134015,0.008292279654024527
246,putrescine,rpsG1_mreB_ybeX,ΔproV rpsG1* mreB* ybeX::kan,0.2692012113395914,0.010166339438144031,0.005869538811285565
208,putrescine,proV_wbbK,ΔproV wbbK::kan,0.1234954643019981,0.031263315082598386,0.012763194936703897
248,putrescine,rpsG1_mreB_ybeX_mpl,ΔproV rpsG1* mreB* ΔybeX mpl::kan,0.24232285037393433,0.008973822135050302,0.005181038625331114
149,putrescine,nusA_sspA_mpl,ΔproV sspA* nusA* mpl::kan,0.05308772557960884,0.09195063796215644,0.05308772557960884
250,putrescine,rpsG1_ybeX,ΔproV rpsG1* ybeX::kan,0.18162502554351967,0.006488366614697748,0.003746060211596726
175,putrescine,proV_cspC,ΔproV cspC::kan,0.12317291545271448,0.06029551476184336,0.020098504920614452
252,putrescine,rpsG1_ybeX_mpl,ΔproV rpsG1* ΔybeX mpl::kan,0.1385921399954751,0.006163188122550562,0.0035583183216208714
177,putrescine,proV_cspC_mpl,ΔproV ΔcspC mpl::kan,0.1918400880125386,0.016638449127213545,0.009606213082494635
242,putrescine,rpsG1_mreB,ΔproV rpsG1* mreB*,0.28006460158905844,0.003971198344201453,0.0022927724330301055
67,putrescine,PUTR8-10,PUTR8-10,0.33604868303910873,0.024253476160428205,0.007001375495003698
