	MG1655-1	HMDA7-1_1	rpsG1-1	nusA_sspA-1	ybeX-1	mpl-1	rpsG1_ybeX-1	rpsG1_mpl-1	MG1655-2	HMDA7-1_2	rpsG1-2	nusA_sspA-2	ybeX-2	mpl-2	rpsG1_ybeX-2	rpsG1_mpl-2	MG1655-3	HMDA7-1_3	rpsG1-3	nusA_sspA-3	ybeX-3	mpl-3	rpsG1_ybeX-3	rpsG1_mpl-3	rpsG1_ybeX_mpl-1	nusA_sspA_ybeX-1	nusA_sspA_mpl-1	nusA_sspA_ybeX_mpl-1	proV_ptsP-1	proV_ptsP_ybeX-1	proV_ptsP_mpl-1	proV_ptsP_ybeX_mpl-1	rpsG1_ybeX_mpl-2	nusA_sspA_ybeX-2	nusA_sspA_mpl-2	nusA_sspA_ybeX_mpl-2	proV_ptsP-2	proV_ptsP_ybeX-2	proV_ptsP_mpl-2	proV_ptsP_ybeX_mpl-2	rpsG1_ybeX_mpl-3	nusA_sspA_ybeX-3	nusA_sspA_mpl-3	nusA_sspA_ybeX_mpl-3	proV_ptsP-3	proV_ptsP_ybeX-3	proV_ptsP_mpl-3	proV_ptsP_ybeX_mpl-3
10.83946	0.855	0.754	1.663	1.312	0.947	1.528	1.109	3.338	0.861	1.441	1.722	1.602	1.019	1.692	1.441	2.956	1.047	0.98	1.666	1.991	1.209	1.919	1.377	3.124	2.02	1.369	1.823	1.434	0.593	0.923	0.693	0.765	2.28	1.239	1.856	1.37	0.632	0.498	0.884	0.856	2.369	1.013	1.143	0.993	0.699	0.502	0.788	0.847
11.00607	0.937	0.676	1.712	1.296	0.966	1.514	1.354	3.483	1.006	1.522	1.772	1.683	1.134	1.678	1.36	3.132	1.033	0.966	1.715	1.942	1.097	1.678	1.458	3.266	2.199	1.29	1.934	1.45	0.611	0.875	0.776	0.652	2.554	1.257	1.872	1.321	0.617	0.384	0.869	0.615	2.386	1.031	1.192	1.169	0.683	0.424	0.74	0.729
11.17269	0.914	0.75	1.851	1.403	1.072	1.556	1.266	3.526	0.855	1.694	1.879	1.693	0.95	1.849	1.467	2.886	1.042	0.975	1.822	2.147	1.107	1.914	1.662	3.312	2.145	1.299	2.14	1.558	0.589	0.918	0.753	0.727	2.501	1.364	1.947	1.332	0.724	0.557	0.782	0.851	2.461	1.04	1.331	1.149	0.661	0.433	0.751	0.646
11.33942	0.855	0.722	1.921	1.441	1.173	1.56	1.206	3.532	0.828	1.635	1.819	1.893	1.148	1.692	1.441	3.28	1.014	1.174	1.924	2.281	1.144	1.693	1.409	3.318	2.053	1.401	2.082	1.66	0.626	0.826	0.758	0.765	2.571	1.466	2.147	1.564	0.697	0.66	0.884	0.759	2.401	1.207	1.337	1.154	0.796	0.502	0.788	0.653
11.50614	1.044	0.75	1.819	1.436	0.975	1.556	1.331	4.011	1.017	1.823	2.041	1.984	1.046	1.946	1.5	3.338	0.945	1.072	2.016	2.34	1.107	1.72	1.468	3.861	2.5	1.59	2.14	1.687	0.589	0.821	0.591	0.824	2.694	1.558	2.238	1.462	0.724	0.686	0.879	0.916	2.687	1.137	1.299	1.084	0.887	0.498	0.751	0.775
11.67278	1.016	0.916	2.051	1.603	0.947	1.657	1.271	3.952	0.861	2.023	2.013	2.087	1.051	1.692	1.57	3.571	1.014	1.109	2.021	2.508	1.047	1.887	1.571	3.771	2.246	1.498	2.373	1.66	0.723	0.826	0.79	0.927	2.797	1.433	2.47	1.564	0.697	0.595	1.078	0.727	2.789	1.11	1.595	1.154	0.796	0.438	0.885	0.782
11.83952	0.919	0.851	2.051	1.635	0.979	1.69	1.336	4.016	0.925	2.12	1.949	2.184	1.148	1.886	1.602	3.732	1.014	1.303	2.086	2.572	1.209	1.919	1.474	3.965	2.343	1.659	2.534	1.66	0.626	0.891	0.855	0.733	2.862	1.627	2.535	1.564	0.826	0.789	0.948	0.824	2.692	1.239	1.498	1.251	0.86	0.632	0.853	0.686
12.0062	1.023	0.955	2.059	1.773	1.083	1.794	1.569	4.252	0.966	2.161	2.053	2.192	1.058	1.797	1.514	3.742	0.957	1.213	2.126	2.678	1.151	2.121	1.579	3.911	2.513	1.667	2.641	1.668	0.763	0.802	0.797	0.87	2.902	1.732	2.672	1.767	0.833	0.571	0.956	0.734	2.862	1.246	1.603	1.195	0.804	0.606	0.764	0.793
12.17285	0.912	0.844	2.204	1.756	1.134	1.65	1.361	4.557	1.046	2.305	2.038	2.272	1.109	1.944	1.497	3.658	1.104	1.264	2.111	2.757	1.202	2.009	1.756	4.277	2.497	1.749	2.815	1.684	0.586	0.98	0.75	1.047	2.95	1.652	2.559	1.749	0.722	0.845	0.973	0.719	2.975	1.328	1.619	1.34	0.691	0.592	0.683	0.772
12.33952	0.954	0.918	2.344	1.864	0.981	1.627	1.564	4.472	1.057	2.511	2.21	2.316	1.151	1.954	1.67	3.897	1.114	1.305	2.186	2.963	1.244	2.019	1.606	4.486	2.508	1.791	2.861	1.76	0.725	0.894	0.954	0.865	3.058	1.662	2.764	1.761	0.634	0.598	0.854	0.729	2.953	1.306	1.792	1.19	0.669	0.44	0.759	0.754
12.50617	0.961	1.119	2.353	2.067	1.15	1.861	1.539	4.675	0.936	2.552	2.249	2.486	1.255	2.058	1.872	3.874	1.056	1.409	2.323	3.005	1.348	2.188	1.678	4.691	2.612	1.993	3.13	1.898	0.765	0.934	0.702	0.841	3.358	1.735	2.934	1.834	0.836	0.703	0.894	0.866	3.091	1.443	1.833	1.393	0.871	0.608	0.864	0.991
12.67291	0.959	1.149	2.544	2.225	1.083	1.858	1.763	4.737	1.03	2.743	2.312	2.612	1.058	2.185	1.902	4.195	1.215	1.472	2.482	3.196	1.216	2.186	1.805	4.59	2.707	1.893	3.256	1.798	0.827	0.705	0.862	0.838	3.484	1.959	2.866	1.961	0.704	0.797	0.891	1.025	3.088	1.602	1.895	1.293	0.707	0.541	0.699	0.793
12.83951	0.973	1.13	2.561	2.243	1.064	1.873	1.681	4.95	1.047	2.923	2.359	2.694	1.138	2.168	1.919	4.117	1.035	1.583	2.595	3.214	1.263	2.234	1.984	4.742	2.82	2.103	3.341	1.976	0.68	0.915	0.811	0.887	3.372	1.877	3.078	1.946	0.816	0.879	0.874	0.749	3.396	1.423	1.847	1.407	0.625	0.555	0.878	0.912
13.00632	0.944	1.135	2.527	2.305	1.231	1.941	1.716	4.815	1.111	2.984	2.426	2.789	1.206	2.137	1.788	4.369	1.104	1.587	2.498	3.565	1.234	2.106	1.886	4.891	2.788	2.137	3.494	2.04	0.618	1.012	0.847	0.918	3.435	2.007	3.205	2.008	0.818	0.78	1.038	0.816	3.427	1.425	1.975	1.469	0.852	0.625	0.845	0.933
13.17295	0.952	1.239	2.665	2.54	1.238	1.884	1.821	5.245	1.055	3.219	2.433	2.862	1.213	2.177	1.958	4.767	1.047	1.756	2.603	3.542	1.306	2.113	1.862	4.967	2.925	2.144	3.731	2.048	0.723	1.085	0.758	0.862	3.637	2.112	3.343	2.211	0.729	0.595	0.948	1.05	3.468	1.497	2.112	1.478	0.796	0.535	0.788	0.782
13.33958	0.966	1.253	2.844	2.59	1.284	1.963	1.835	5.102	1.136	3.399	2.643	3.009	1.26	2.225	1.781	4.593	1.125	1.803	2.717	3.755	1.353	2.42	1.91	5.313	3.233	2.386	3.914	2.292	0.641	1.004	0.901	0.943	3.655	2.225	3.814	2.067	0.841	0.612	0.996	0.936	3.388	1.545	2.227	1.463	0.715	0.451	0.902	0.869
13.50631	0.959	1.343	2.964	2.581	1.147	2.247	1.731	5.546	1.063	3.649	2.603	3.227	1.123	2.315	1.966	4.906	1.054	1.892	2.87	3.94	1.248	2.283	2.064	4.914	3.192	2.443	4.129	2.348	0.633	0.996	0.765	1.0	3.937	2.314	3.804	2.22	0.801	0.668	0.988	0.831	3.379	1.602	2.315	1.584	0.707	0.768	0.764	0.793
13.673	1.063	1.447	2.941	2.784	1.251	2.254	1.868	5.588	0.941	3.755	2.708	3.301	1.163	2.322	2.072	5.078	1.061	1.964	2.814	3.982	1.353	2.388	2.072	5.507	3.33	2.484	4.496	2.292	0.835	1.036	0.869	1.008	3.946	2.323	4.073	2.326	0.905	0.579	0.899	0.839	3.808	1.642	2.291	1.593	0.779	0.451	0.805	0.707
13.83963	1.044	1.59	3.047	2.76	1.168	2.137	1.913	5.949	1.017	3.988	2.784	3.406	1.305	2.301	1.984	5.051	1.107	2.074	2.986	4.021	1.236	2.561	2.082	5.767	3.372	2.559	4.596	2.463	0.718	0.918	0.947	0.856	3.922	2.495	4.177	2.399	0.982	0.654	1.04	0.948	3.688	1.622	2.559	1.666	0.693	0.627	0.88	0.872
14.00629	1.009	1.587	3.302	2.951	1.328	2.135	1.942	5.752	1.111	4.211	2.781	3.597	1.302	2.46	2.143	5.467	1.104	2.136	2.886	4.243	1.202	2.59	2.144	5.699	3.402	2.718	4.689	2.363	0.715	0.98	0.88	0.983	4.048	2.589	4.174	2.525	0.722	0.651	0.941	0.816	3.718	1.781	2.556	1.566	0.788	0.496	0.942	0.869
14.17295	0.922	1.629	3.314	3.125	1.078	2.274	2.049	6.153	1.025	4.321	2.889	3.674	1.248	2.6	2.058	5.384	1.049	2.275	3.091	4.386	1.405	2.504	2.285	5.811	3.381	2.761	4.866	2.536	0.628	0.991	0.954	0.994	4.255	2.6	4.639	2.634	0.828	0.792	1.048	0.826	3.988	1.953	2.503	1.739	0.766	0.699	0.856	0.786
14.33978	1.023	1.764	3.45	3.164	1.244	2.344	2.022	6.257	1.063	4.684	3.088	3.971	1.447	2.703	2.193	5.715	1.215	2.442	3.355	4.684	1.346	2.639	2.193	5.981	3.516	2.929	5.1	2.639	0.827	1.125	1.056	1.0	4.164	2.703	4.743	2.802	0.833	0.7	1.085	0.928	3.994	1.958	2.703	1.842	0.804	0.606	0.893	0.858
14.50641	0.944	1.91	3.528	3.306	1.231	2.329	1.942	6.269	1.111	4.825	3.201	4.049	1.302	2.687	2.272	5.758	1.298	2.427	3.177	5.019	1.331	2.59	2.241	6.474	3.563	3.041	5.367	2.654	0.715	0.819	0.944	1.177	4.436	2.75	5.014	2.816	0.98	0.651	0.973	0.816	4.17	1.845	2.847	1.727	0.755	0.689	1.071	0.739
14.67308	0.947	1.913	3.661	3.374	1.265	2.363	2.074	6.596	1.114	5.313	3.398	4.084	1.305	2.786	2.243	5.955	1.203	2.558	3.567	4.958	1.398	2.884	2.276	6.381	3.696	3.109	5.662	3.012	0.75	1.015	1.044	0.986	4.504	2.947	5.017	2.98	0.789	0.686	1.04	0.916	4.173	2.042	2.915	1.73	0.693	0.595	0.88	0.775
14.83985	1.011	1.945	3.952	3.536	1.233	2.493	2.526	6.693	1.114	5.507	3.398	4.408	1.305	2.657	2.372	6.052	1.107	2.688	3.535	5.151	1.398	2.981	2.373	6.446	3.986	3.238	5.824	2.85	0.653	1.08	0.979	0.986	4.504	3.076	5.146	2.98	0.789	0.751	1.073	0.722	4.076	2.042	3.044	1.763	0.79	0.692	0.977	0.84
15.0064	1.13	2.227	3.948	3.662	1.156	2.418	2.161	6.983	1.041	5.734	3.455	4.437	1.262	2.875	2.302	6.118	1.322	2.906	3.853	5.183	1.355	2.941	2.399	6.612	3.818	3.425	6.151	3.169	0.837	0.942	0.904	1.108	4.629	3.102	5.371	3.009	0.94	0.582	1.063	0.971	4.038	1.968	3.071	1.984	0.782	0.648	0.872	0.808
15.17316	1.016	2.306	4.216	3.736	1.335	2.659	2.338	6.764	1.055	6.128	3.436	4.673	1.213	3.083	2.443	6.254	1.144	2.952	3.832	5.352	1.403	2.922	2.476	6.907	4.057	3.437	6.511	3.147	0.626	1.085	1.081	1.153	4.736	3.244	5.735	3.213	0.794	0.692	1.078	1.147	4.502	2.144	3.115	1.963	0.86	0.535	0.982	0.879
15.33982	1.049	2.241	4.475	3.833	1.27	2.498	2.532	7.217	1.055	6.484	3.726	4.705	1.407	2.986	2.378	6.383	1.208	3.081	4.058	5.417	1.532	3.019	2.54	7.068	3.992	3.728	6.705	3.341	0.658	1.117	1.081	1.056	5.06	3.535	5.897	3.374	0.697	0.66	1.142	1.018	4.405	2.273	3.147	2.124	0.666	0.599	0.982	0.879
15.5064	1.049	2.435	4.346	4.124	1.238	2.595	2.37	7.411	1.119	6.581	3.694	4.867	1.407	3.083	2.507	6.868	1.241	3.243	4.09	5.708	1.403	3.115	2.67	7.359	4.186	3.793	6.802	3.309	0.82	1.085	0.79	1.056	4.801	3.438	5.832	3.471	0.89	0.789	0.981	0.824	4.47	2.176	3.406	1.963	0.796	0.632	0.788	0.976
15.67318	1.036	2.648	4.846	4.172	1.323	2.679	2.551	7.554	1.106	7.046	4.1	4.947	1.233	3.036	2.557	6.945	1.132	3.422	4.43	5.722	1.423	3.069	2.72	7.338	4.43	3.778	7.491	3.487	0.743	0.975	1.23	0.977	5.172	3.552	6.202	3.552	0.91	0.645	1.065	0.844	4.649	2.26	3.422	2.205	0.75	0.523	0.872	0.829
15.8399	1.045	2.693	4.968	4.326	1.2	2.593	2.693	7.552	1.152	7.308	4.053	5.134	1.274	3.181	2.543	7.012	1.172	3.503	4.581	6.076	1.465	3.15	2.705	7.443	4.221	4.056	7.566	3.638	0.785	1.214	1.11	1.09	5.034	3.798	6.555	3.641	0.953	0.629	1.206	0.854	4.733	2.305	3.573	2.227	0.828	0.724	1.015	0.923
16.00664	1.128	2.936	5.175	4.403	1.348	2.869	2.58	8.242	1.168	7.705	4.132	5.211	1.422	3.488	2.687	7.021	1.158	3.777	4.853	6.021	1.612	3.23	2.752	8.0	4.463	4.199	8.122	3.91	0.738	1.23	1.193	1.202	5.209	3.876	6.727	3.88	0.841	0.806	1.19	1.033	4.877	2.386	3.716	2.24	0.876	0.613	0.999	0.966
16.17317	1.148	3.02	5.254	4.58	1.272	2.888	2.793	8.384	1.251	8.072	4.376	5.517	1.442	3.279	2.607	7.098	1.308	4.054	4.966	6.197	1.405	3.312	2.673	7.751	4.642	4.475	8.358	3.991	0.822	1.023	1.083	1.059	5.451	3.829	7.064	3.863	0.828	0.792	1.242	0.923	5.346	2.341	3.797	2.321	0.798	0.699	0.985	0.948
16.33987	1.023	3.219	5.682	4.652	1.439	2.958	2.798	8.101	1.322	8.404	4.738	5.491	1.447	3.576	2.905	7.429	1.248	4.157	5.426	6.431	1.507	3.286	2.873	8.181	4.842	4.514	8.691	4.192	0.827	1.028	1.153	1.161	5.49	4.061	7.363	4.031	0.833	0.765	1.247	0.961	5.158	2.572	3.997	2.328	0.707	0.606	0.958	0.89
16.50662	1.026	3.351	5.782	4.882	1.376	2.961	2.801	8.849	1.26	8.894	4.709	5.721	1.352	3.417	2.908	8.242	1.121	4.419	5.429	6.532	1.542	3.677	3.07	8.606	5.039	4.776	8.987	4.292	0.765	0.934	1.188	1.164	5.785	3.935	7.464	4.229	0.933	0.703	1.185	1.028	5.065	2.543	4.033	2.622	0.612	0.511	1.058	0.862
16.67327	1.153	3.575	6.07	5.04	1.374	3.088	2.96	8.716	1.16	9.278	4.997	5.783	1.447	3.608	2.807	7.688	1.151	4.545	5.749	6.851	1.507	3.577	3.067	8.957	4.939	4.772	8.982	4.386	0.763	0.996	1.153	1.161	5.781	4.223	7.719	4.258	0.801	0.959	1.15	1.219	5.547	2.475	4.127	2.522	0.771	0.865	0.958	0.955
16.83991	1.051	3.569	6.354	5.097	1.24	3.179	3.181	9.354	1.057	9.786	5.314	6.196	1.506	3.473	2.963	7.874	1.114	4.894	5.645	7.102	1.535	3.571	3.093	8.786	4.674	4.798	9.425	4.508	0.758	1.023	1.245	1.35	5.677	4.314	8.099	4.639	0.796	0.856	1.145	1.02	5.54	2.535	4.282	2.612	0.766	0.602	0.953	0.883
17.0066	1.121	3.866	6.685	5.363	1.536	3.185	2.992	9.33	1.16	10.054	5.32	6.268	1.511	3.576	3.196	8.303	1.248	4.998	6.138	7.24	1.507	3.868	3.164	9.41	5.165	5.161	9.564	4.903	1.151	1.093	1.25	1.194	5.943	4.417	8.139	4.711	0.93	0.862	1.344	1.122	5.611	2.67	4.418	2.684	0.771	0.639	0.991	0.955
17.17327	1.123	3.966	6.947	5.367	1.279	3.09	3.189	9.788	1.26	10.673	5.615	6.466	1.417	3.806	3.102	8.534	1.218	5.26	6.27	7.438	1.607	3.774	3.296	9.609	5.427	5.196	9.763	5.069	0.927	1.096	1.252	1.294	6.367	4.55	8.629	4.908	0.836	0.703	1.25	1.028	5.841	2.672	4.486	2.719	0.903	0.641	0.961	1.088
17.33989	1.153	4.319	7.267	5.557	1.277	3.217	3.348	10.139	1.127	11.089	5.935	6.494	1.414	3.706	3.196	9.5	1.215	5.451	6.655	7.628	1.443	3.9	3.39	10.284	5.327	5.387	10.34	5.292	0.763	1.125	1.379	1.194	6.17	4.611	8.689	4.905	0.93	0.765	1.279	0.961	6.0	2.734	4.644	2.781	0.965	0.606	1.055	0.696
17.50662	1.058	4.419	7.497	5.658	1.441	3.317	3.578	10.564	1.163	11.547	6.229	6.692	1.449	3.806	3.264	9.019	1.412	5.907	6.562	7.599	1.542	4.195	3.296	10.353	5.46	5.649	10.701	5.166	0.862	1.031	1.285	1.164	6.367	4.841	8.92	5.297	0.836	0.865	1.282	1.028	5.906	2.834	4.777	2.913	0.968	0.803	1.058	0.959
17.67336	1.016	4.666	7.675	5.773	1.432	3.403	3.469	10.32	1.152	11.785	6.571	6.968	1.536	3.988	3.477	9.325	1.241	6.087	7.097	7.874	1.629	4.085	3.769	10.883	5.608	5.83	10.778	5.475	0.852	0.988	1.372	1.379	6.45	4.989	9.388	5.508	0.923	0.886	1.369	1.115	6.022	2.92	4.925	3.062	0.86	0.89	0.95	1.041
17.84008	1.026	4.969	8.08	5.788	1.344	3.414	3.513	11.276	1.163	12.291	6.294	7.178	1.449	4.097	3.49	9.925	1.25	6.425	7.403	7.988	1.445	4.195	3.685	11.162	5.427	5.779	11.187	5.78	0.83	1.193	1.382	1.261	6.658	4.938	9.502	5.491	0.933	0.8	1.185	1.06	6.1	2.769	4.939	2.881	0.903	0.9	1.187	0.959
18.00678	1.16	5.17	8.509	6.184	1.543	3.678	3.81	11.091	1.168	12.658	6.916	7.283	1.422	4.07	3.691	10.128	1.255	6.626	7.54	8.19	1.515	4.298	3.788	11.788	6.049	6.045	11.23	5.982	0.835	1.133	1.257	1.364	6.439	5.107	9.705	5.984	1.002	0.709	1.255	1.227	5.815	2.969	5.075	3.017	0.909	0.71	1.064	0.966
18.17339	1.116	5.477	8.682	6.358	1.531	3.503	3.795	11.456	1.251	13.375	7.221	7.489	1.539	4.055	3.771	10.526	1.146	7.093	7.973	8.589	1.599	4.315	3.837	11.987	5.806	5.93	11.818	6.157	1.016	1.023	1.374	1.447	6.712	5.122	10.039	6.061	0.796	0.856	1.339	1.053	6.219	2.923	5.316	3.065	0.863	0.763	1.147	1.045
18.34011	1.168	5.666	9.234	6.325	1.388	3.816	4.013	11.915	1.338	13.808	7.251	7.521	1.526	4.209	3.83	10.725	1.23	7.382	8.459	8.624	1.652	4.404	3.992	12.322	6.027	6.282	11.764	6.447	0.842	1.044	1.459	1.308	7.163	5.246	10.367	6.093	0.848	0.814	1.457	1.17	6.797	2.978	5.28	3.124	0.82	0.62	1.007	1.268
18.50667	1.033	5.983	9.485	6.511	1.383	3.714	4.104	12.747	1.236	14.088	7.697	7.837	1.521	4.592	4.083	10.651	1.322	7.731	8.904	8.648	1.614	4.528	4.147	12.603	6.247	6.534	12.207	6.633	0.773	1.104	1.26	1.399	7.706	5.499	10.455	6.279	0.811	0.906	1.387	1.068	6.661	3.069	5.37	3.215	0.782	0.648	1.066	1.002
18.67345	1.071	6.249	10.012	6.519	1.485	3.784	4.175	12.919	1.176	14.682	8.126	8.104	1.656	4.436	3.992	11.471	1.262	7.9	9.01	8.948	1.555	4.728	4.251	13.1	6.351	6.638	12.736	6.868	0.778	1.109	1.556	1.405	7.26	5.441	10.464	6.384	0.945	0.879	1.392	1.235	6.668	3.042	5.637	3.222	0.723	0.62	1.169	0.977
18.84017	1.155	6.458	10.183	6.888	1.473	3.867	4.322	13.444	1.26	15.333	8.009	8.213	1.546	4.873	4.17	11.931	1.347	8.366	9.571	9.023	1.639	4.809	4.364	13.977	6.398	6.652	12.902	7.204	0.862	1.225	1.382	1.488	7.694	5.488	11.023	6.688	0.836	0.8	1.347	1.157	7.135	3.125	5.618	3.399	0.709	0.608	1.058	1.088
19.00695	1.163	6.598	11.33	7.126	1.545	4.102	4.525	13.751	1.138	15.901	8.798	8.096	1.521	4.624	4.212	12.27	1.354	8.702	9.973	9.393	1.517	4.787	4.601	14.189	6.732	6.922	13.21	7.443	0.773	1.298	1.389	1.496	7.997	5.855	11.426	6.894	0.94	0.809	1.452	1.035	6.985	3.166	5.759	3.312	0.782	0.615	1.196	1.067
19.17354	1.195	7.181	11.104	7.288	1.545	4.102	4.59	14.042	1.171	16.257	9.024	8.614	1.651	4.721	4.406	12.238	1.257	8.993	9.908	9.717	1.744	4.916	4.601	15.161	6.829	6.955	13.664	7.734	0.837	1.201	1.487	1.464	7.867	5.887	11.556	6.991	0.908	0.809	1.387	1.262	7.373	3.166	5.921	3.506	0.879	0.551	1.002	1.261
19.34014	1.13	7.408	11.525	7.288	1.448	4.135	4.784	14.69	1.268	16.775	9.607	8.517	1.618	4.883	4.439	13.047	1.225	9.447	10.814	9.814	1.712	5.175	4.601	15.582	6.829	7.311	14.149	7.929	0.837	1.233	1.551	1.302	7.997	5.984	11.718	7.089	0.908	0.874	1.387	1.133	7.146	3.166	6.05	3.571	0.814	0.648	1.099	0.872
19.50688	1.21	7.917	12.138	7.443	1.559	4.217	5.063	15.63	1.285	17.397	9.925	8.932	1.666	5.032	4.654	13.825	1.369	9.959	11.134	10.004	1.63	5.13	4.913	15.781	7.046	7.431	14.51	8.084	0.853	1.249	1.664	1.611	8.313	5.909	12.136	7.503	1.02	0.891	1.468	1.245	7.493	3.151	6.138	3.624	0.831	0.629	1.18	1.186
19.67351	1.175	8.075	12.23	7.633	1.557	4.214	4.93	16.208	1.282	17.877	10.212	9.122	1.566	4.996	4.813	14.273	1.367	10.278	11.324	10.194	1.627	5.192	5.072	16.974	7.139	7.557	14.666	8.436	0.882	1.214	1.597	1.414	8.6	6.197	12.391	7.563	0.855	0.888	1.465	1.178	7.684	3.343	6.296	3.815	0.795	0.659	1.307	1.085
19.84019	1.16	8.31	13.041	7.608	1.607	4.391	5.396	16.918	1.33	18.938	11.027	9.29	1.551	5.236	5.018	15.373	1.352	10.64	11.846	10.586	1.741	5.496	5.083	17.291	7.311	7.793	14.823	8.831	0.932	1.23	1.678	1.494	8.932	6.337	12.781	7.829	0.938	0.903	1.449	1.324	7.984	3.39	6.306	3.794	0.974	0.71	1.161	1.16
20.00697	1.168	8.711	12.96	7.912	1.453	4.14	5.536	17.227	1.241	19.282	11.3	9.335	1.656	5.246	5.094	15.261	1.424	11.043	12.184	10.536	1.652	5.474	5.353	18.477	7.517	7.74	15.263	8.844	1.069	1.206	1.783	1.599	8.75	6.283	12.764	8.134	1.01	1.009	1.489	1.267	8.093	3.334	6.609	3.869	0.82	0.782	1.201	1.074
20.1736	1.21	8.922	14.116	8.156	1.624	4.541	5.841	18.257	1.35	19.796	11.449	9.613	1.634	5.227	5.367	15.998	1.337	11.645	12.561	10.75	1.662	5.811	5.659	18.602	7.532	8.047	15.58	9.154	0.885	1.347	1.761	1.514	8.864	6.46	13.369	8.346	0.858	0.891	1.5	1.18	8.239	3.346	6.819	3.884	0.928	0.629	1.18	1.089
20.3403	1.203	9.493	14.294	8.305	1.585	4.597	6.122	19.048	1.276	20.585	12.212	9.923	1.626	5.541	5.324	16.595	1.329	11.857	13.161	11.027	1.654	5.704	5.68	19.78	7.715	8.23	15.82	9.497	0.877	1.209	1.786	1.57	9.24	6.546	13.385	8.656	1.045	0.882	1.557	1.173	8.616	3.402	6.71	4.035	1.082	0.72	1.172	1.013
20.50699	1.155	9.985	14.972	8.441	1.57	4.708	6.231	19.527	1.13	20.898	12.571	10.219	1.902	5.682	5.69	17.367	1.25	12.217	14.101	11.288	1.801	5.683	6.047	20.222	8.048	8.497	16.396	9.663	0.959	1.193	1.738	1.552	9.118	6.718	13.741	8.629	0.9	0.865	1.638	1.222	8.753	3.287	6.977	3.884	0.871	0.641	1.382	1.153
20.67376	1.168	10.493	15.551	8.657	1.582	4.821	6.378	20.661	1.241	21.583	13.017	10.307	1.656	5.699	5.742	17.982	1.262	12.695	13.869	11.475	1.652	5.7	6.26	21.49	8.165	8.614	16.591	10.01	0.972	1.109	1.945	1.47	9.852	6.672	13.833	8.749	0.848	0.879	1.554	1.267	8.774	3.496	7.192	4.129	0.917	0.782	1.266	1.171
20.84028	1.2	10.622	16.005	8.657	1.582	4.821	6.54	21.374	1.371	22.263	13.503	10.728	1.753	5.829	5.936	18.533	1.262	13.31	14.906	11.864	1.749	5.83	6.357	22.656	8.586	8.776	16.98	10.172	1.037	1.239	1.848	1.761	9.949	7.158	14.157	9.3	1.107	0.976	1.684	1.267	9.13	3.496	7.159	4.226	0.82	0.782	1.201	1.009
21.00705	1.19	11.02	17.163	8.957	1.701	4.784	6.702	22.865	1.364	23.208	14.329	10.869	1.679	6.12	6.165	19.891	1.284	13.649	15.508	12.105	1.837	5.829	6.619	24.059	8.492	8.911	17.43	10.507	0.865	1.133	1.904	1.626	10.411	7.16	14.661	9.439	1.032	0.84	1.611	1.355	9.557	3.62	7.326	4.356	0.844	0.738	1.389	1.302
21.17366	1.26	11.39	16.802	9.102	1.61	4.912	6.857	23.4	1.462	23.51	14.626	10.816	1.748	5.725	6.349	20.236	1.419	14.077	15.736	12.469	1.809	6.211	6.641	25.069	8.74	9.189	17.873	10.875	0.87	1.233	1.972	1.691	10.749	7.053	15.085	9.841	1.005	0.971	1.743	1.424	9.607	3.587	7.54	4.316	0.976	0.648	1.261	1.099
21.34037	1.267	11.891	18.182	9.472	1.714	5.245	7.159	24.589	1.471	24.279	14.999	11.446	1.82	5.994	6.653	21.812	1.427	14.774	15.948	12.485	1.849	6.125	6.976	25.192	9.076	9.299	18.445	11.246	1.039	1.338	2.175	1.862	11.282	7.421	15.135	10.05	1.012	0.915	1.751	1.432	10.009	3.726	7.649	4.424	0.984	0.817	1.269	1.013
21.50713	1.222	12.092	18.591	9.476	1.636	5.173	7.481	25.852	1.493	25.091	15.271	11.583	1.841	6.12	6.749	22.391	1.381	15.045	16.872	12.754	1.772	6.446	7.203	26.721	9.401	9.593	18.306	11.416	0.995	1.133	2.067	1.886	11.872	7.582	15.57	10.186	1.032	0.938	1.773	1.453	10.076	3.718	7.878	4.486	0.844	0.803	1.324	1.204
21.67369	1.26	12.685	19.101	9.62	1.772	5.138	7.569	25.796	1.462	25.615	16.083	11.723	1.813	6.405	7.126	23.409	1.354	15.567	17.485	12.987	1.841	6.017	7.353	26.202	9.517	9.577	18.65	11.555	1.032	1.233	2.231	1.788	11.85	7.441	15.7	9.97	1.102	0.874	1.776	1.424	10.093	3.684	7.734	4.542	0.879	0.81	1.358	1.164
21.84044	1.272	13.067	19.751	9.87	1.719	5.349	7.912	26.841	1.444	26.468	16.988	12.007	1.826	6.423	7.633	25.004	1.431	16.081	17.646	13.403	1.757	6.391	7.665	26.667	9.538	9.794	19.237	11.97	1.077	1.149	2.277	1.77	12.167	7.72	15.989	10.189	1.017	0.888	1.886	1.372	10.958	3.829	8.014	4.464	0.925	1.016	1.372	1.085
22.00714	1.312	13.472	20.453	10.176	1.694	5.488	8.086	26.477	1.485	27.11	17.135	12.347	1.931	6.531	7.289	24.639	1.471	16.521	18.248	13.679	1.862	6.921	7.872	26.986	10.167	10.099	19.777	12.082	0.955	1.255	2.253	1.877	12.376	7.83	16.299	10.788	1.057	0.832	1.959	1.348	10.809	3.806	8.157	4.637	0.933	0.731	1.381	1.193
