ReferenceSeq	Position	MutationType	Gene	Details	12PD_A1_F50_I1_R1	12PD_A1_F50_I2_R1	12PD_A1_F50_I3_R1	12PD_A2_F50_I1_R1	12PD_A2_F50_I2_R1	12PD_A3_F50_I1_R1	12PD_A3_F50_I2_R1	12PD_A3_F50_I3_R1	12PD_A4_F50_I1_R1	12PD_A4_F50_I2_R1	12PD_A4_F50_I3_R1	12PD_A5_F50_I1_R1	12PD_A5_F50_I2_R1	12PD_A6_F50_I1_R1	12PD_A6_F50_I2_R1	12PD_A7_F50_I1_R1	12PD_A7_F50_I2_R1	12PD_A8_F50_I1_R1	12PD_A8_F50_I2_R1	12PD_A8_F50_I3_R1	23BD_A1_F50_I1_R1	23BD_A1_F50_I2_R1	23BD_A2_F50_I1_R1	23BD_A2_F50_I2_R1	23BD_A2_F50_I3_R1	23BD_A3_F50_I1_R1	23BD_A3_F50_I2_R1	23BD_A3_F50_I3_R1	23BD_A4_F50_I1_R1	23BD_A4_F50_I2_R1	23BD_A4_F50_I3_R1	23BD_A5_F50_I1_R1	23BD_A5_F50_I2_R1	23BD_A5_F50_I3_R1	23BD_A6_F50_I1_R1	23BD_A7_F50_I1_R1	23BD_A7_F50_I2_R1	23BD_A7_F50_I3_R1	23BD_A8_F50_I1_R1	23BD_A8_F50_I2_R1	ADIP_A1_F50_I1_R1	ADIP_A1_F50_I2_R1	ADIP_A2_F50_I1_R1	ADIP_A2_F50_I2_R1	ADIP_A2_F50_I3_R1	ADIP_A3_F50_I1_R1	ADIP_A3_F50_I2_R1	ADIP_A3_F50_I3_R1	ADIP_A4_F50_I1_R1	ADIP_A4_F50_I2_R1	ADIP_A5_F50_I1_R1	ADIP_A5_F50_I2_R1	ADIP_A6_F50_I1_R1	ADIP_A6_F50_I2_R1	ADIP_A6_F50_I3_R1	ADIP_A7_F50_I1_R1	ADIP_A7_F50_I2_R1	ADIP_A8_F50_I1_R1	ADIP_A8_F50_I2_R1	ADIP_A8_F50_I3_R1	COUM_A1_F50_I1_R1	COUM_A2_F50_I1_R1	COUM_A2_F50_I2_R1	COUM_A2_F50_I3_R1	COUM_A3_F50_I1_R1	COUM_A3_F50_I2_R1	COUM_A3_F50_I3_R1	COUM_A4_F50_I1_R1	COUM_A4_F50_I2_R1	COUM_A4_F50_I3_R1	COUM_A5_F50_I1_R1	COUM_A5_F50_I2_R1	COUM_A5_F50_I3_R1	COUM_A6_F50_I1_R1	COUM_A6_F50_I2_R1	COUM_A6_F50_I3_R1	COUM_A7_F50_I1_R1	COUM_A7_F50_I2_R1	COUM_A8_F50_I1_R1	COUM_A8_F50_I2_R1	GLUT_A1_F50_I1_R1	GLUT_A1_F50_I2_R1	GLUT_A1_F50_I3_R1	GLUT_A2_F50_I1_R1	GLUT_A2_F50_I2_R1	GLUT_A2_F50_I3_R2	GLUT_A3_F50_I1_R1	GLUT_A3_F50_I2_R2	GLUT_A3_F50_I3_R1	GLUT_A4_F50_I1_R1	GLUT_A4_F50_I2_R2	GLUT_A4_F50_I3_R1	GLUT_A5_F50_I1_R1	GLUT_A5_F50_I2_R1	GLUT_A5_F50_I3_R2	GLUT_A6_F50_I1_R1	GLUT_A6_F50_I2_R2	GLUT_A6_F50_I3_R1	GLUT_A7_F50_I1_R2	GLUT_A7_F50_I2_R1	GLUT_A7_F50_I3_R2	GLUT_A8_F50_I1_R2	GLUT_A8_F50_I2_R1	GLUT_A8_F50_I3_R1	HMDA_A1_F50_I1_R1	HMDA_A2_F50_I1_R1	HMDA_A2_F50_I2_R1	HMDA_A3_F50_I1_R1	HMDA_A3_F50_I2_R1	HMDA_A3_F50_I3_R1	HMDA_A4_F50_I1_R1	HMDA_A4_F50_I2_R1	HMDA_A4_F50_I3_R1	HMDA_A5_F50_I1_R1	HMDA_A5_F50_I2_R1	HMDA_A5_F50_I3_R1	HMDA_A6_F50_I1_R1	HMDA_A6_F50_I2_R1	HMDA_A7_F50_I1_R1	HMDA_A7_F50_I2_R1	HMDA_A7_F50_I3_R1	HMDA_A8_F50_I1_R1	HMDA_A8_F50_I2_R1	HMDA_A8_F50_I3_R1	HEXA_A1_F50_I1_R1	HEXA_A1_F50_I2_R1	HEXA_A1_F50_I3_R1	HEXA_A2_F50_I1_R1	HEXA_A2_F50_I2_R1	HEXA_A2_F50_I3_R1	HEXA_A3_F50_I1_R1	HEXA_A3_F50_I2_R1	HEXA_A3_F50_I3_R1	HEXA_A4_F50_I1_R1	HEXA_A4_F50_I2_R1	HEXA_A4_F50_I3_R1	HEXA_A5_F50_I1_R1	HEXA_A5_F50_I2_R1	HEXA_A5_F50_I3_R1	HEXA_A5_F50_I4_R1	HEXA_A6_F50_I1_R1	HEXA_A7_F50_I1_R1	HEXA_A7_F50_I2_R1	HEXA_A7_F50_I3_R1	IBUA_A1_F50_I1_R1	IBUA_A1_F50_I2_R1	IBUA_A2_F50_I1_R1	IBUA_A2_F50_I2_R1	IBUA_A2_F50_I3_R1	IBUA_A3_F50_I1_R1	IBUA_A3_F50_I2_R1	IBUA_A4_F50_I1_R1	IBUA_A4_F50_I2_R1	IBUA_A4_F50_I3_R1	IBUA_A5_F50_I1_R1	IBUA_A5_F50_I2_R1	IBUA_A6_F50_I1_R1	IBUA_A6_F50_I2_R1	IBUA_A7_F50_I1_R1	IBUA_A7_F50_I2_R1	IBUA_A7_F50_I3_R1	IBUA_A8_F50_I1_R1	IBUA_A8_F50_I2_R1	IBUA_A8_F50_I3_R1	BUT_A1_F50_I1_R1	BUT_A1_F50_I2_R1	BUT_A1_F50_I3_R1	BUT_A2_F50_I1_R1	BUT_A3_F50_I1_R1	BUT_A3_F50_I2_R1	BUT_A3_F50_I3_R1	BUT_A4_F50_I1_R1	BUT_A4_F50_I2_R1	BUT_A4_F50_I3_R1	BUT_A5_F50_I1_R1	BUT_A5_F50_I2_R1	BUT_A6_F50_I1_R1	BUT_A6_F50_I2_R1	BUT_A6_F50_I3_R1	BUT_A7_F50_I1_R1	BUT_A7_F50_I2_R1	BUT_A7_F50_I3_R1	BUT_A8_F50_I1_R1	BUT_A8_F50_I2_R1	OCTA_A1_F50_I1_R1	OCTA_A1_F50_I2_R1	OCTA_A1_F50_I3_R1	OCTA_A2_F50_I1_R1	OCTA_A2_F50_I2_R1	OCTA_A2_F50_I3_R1	OCTA_A3_F50_I1_R1	OCTA_A3_F50_I2_R1	OCTA_A3_F50_I3_R1	OCTA_A4_F50_I1_R1	OCTA_A4_F50_I2_R1	OCTA_A4_F50_I3_R1	OCTA_A5_F50_I1_R1	OCTA_A5_F50_I2_R1	OCTA_A5_F50_I3_R1	OCTA_A6_F50_I1_R1	OCTA_A6_F50_I2_R1	OCTA_A6_F50_I3_R1	OCTA_A7_F50_I1_R1	OCTA_A7_F50_I2_R1	PUTR_A1_F50_I1_R1	PUTR_A1_F50_I2_R1	PUTR_A2_F50_I1_R1	PUTR_A2_F50_I2_R1	PUTR_A2_F50_I3_R1	PUTR_A3_F50_I1_R1	PUTR_A3_F50_I2_R1	PUTR_A3_F50_I3_R1	PUTR_A4_F50_I1_R1	PUTR_A4_F50_I2_R1	PUTR_A4_F50_I3_R1	PUTR_A5_F50_I1_R1	PUTR_A5_F50_I2_R1	PUTR_A5_F50_I3_R1	PUTR_A6_F50_I1_R1	PUTR_A6_F50_I2_R1	PUTR_A6_F50_I3_R1	PUTR_A7_F50_I1_R1	PUTR_A7_F50_I2_R1	PUTR_A7_F50_I3_R1	NaCl_A1_F82_I1_R1	NaCl_A2_F82_I1_R1	NaCl_A3_F82_I1_R1	NaCl_A4_F82_I1_R1	NaCl_A5_F82_I1_R1	NaCl_A6_F85_I1_R1	GLUC_A3_F412_I1_R1	GLUC_A4_F403_I1_R1	GLUC_A4_F403_I2_R1	GLUC_A4_F403_I3_R1	GLUC_A5_F150_I1_R1	GLUC_A6_F406_I1_R1	GLUC_A6_F406_I2_R1	GLUC_A6_F406_I3_R1	GLUC_A7_F88_I1_R1	GLUC_A7_F88_I2_R1	GLUC_A8_F380_I1_R1	GLUC_A8_F380_I2_R1	GLUC_A8_F380_I3_R1	GLUC_A9_F433_I1_R1	GLUC_A9_F433_I2_R1	GLUC_A9_F433_I3_R1	GLUC_A10_F418_I1_R1	GLUC_A10_F418_I2_R1	GLUC_A10_F418_I3_R1
NC_000913	2264624	SNP	setB	A254A(GCC_GCT)																1																																																																																																																																																																																					1	1	1																																																		
NC_000913	2265230	SNP	yeiW	G22G(GGT_GGC)																										1	1	1																																																																																																																																																																																																																													
NC_000913	2266579	SNP	yeiQ	I112S(ATT_AGT)																																																			1																																																																																																																																																																																																						
NC_000913	2268435	SNP	yeiR	A203T(GCC_ACC)																										1	1	1																																																																																																																																																																																																																													
NC_000913	2269424	SNP	lpxT	W191R(TGG_CGG)																	1																																																																																																																																																																																																																																								
NC_000913	2270278	SNP	mepS	R100R(CGT_CGC)																										1	1	1																																																																																																																																																																																																																													
NC_000913	2272752	SNP	yejA	P130L(CCC_CTC)							1																																																																																																																																																																																																																																																		
NC_000913	2273106	SNP	yejA	T248I(ACC_ATC)	1																																																																																																																																																																																																																																																								
NC_000913	2274782	SNP	yejB	F202L(TTC_CTC)												1	1																																																																																																																																																																																																																																												
NC_000913	2276922	SNP	yejF	M208T(ATG_ACG)																										1																																																																																																																																																																																																																															
NC_000913	2279534	SNP	bcr	P76L(CCG_CTG)																																																																																																																																																																																																					1		1																																																		
NC_000913	2281016	SNP	yejH	Q129*(CAG_TAG)																										1																																																																																																																																																																																																																															
NC_000913	2283668	SNP	yejK	K94Q(AAA_CAA)																																																			1																																																																																																																																																																																																						
NC_000913	2287209	SNP	yejO	pseudogene(1706/2525nt)																												1																																																																																																																																																																																																																													
NC_000913	2290201	MOB	"yejO, narP"	intergenic(-21/-296)																																																																																																																																																																																										1																																																															
NC_000913	2297586	MOB	ccmA	coding(56-59/624nt)																																																															1																																																																																																																																																																																										
NC_000913	2304235	SNP	eco	K111E(AAG_GAG)																										1	1	1																																																																																																																																																																																																																													
NC_000913	2306693	SNP	mqo	A21V(GCG_GTG)																				1																																																																																																																																																																																																																																					
NC_000913	2307284	SNP	yojI	R444R(CGT_CGC)			1																																																																																																																																																																																																																																																						
NC_000913	2310335	SNP	ada	D24G(GAC_GGC)																											1																																																																																																																																																																																																																														
NC_000913	2311405	SNP	apbE	T44A(ACC_GCC)																												1																																																																																																																																																																																																																													
NC_000913	2312206	SNP	ompC	F182V(TTT_GTT)																																																				1																																																																																																																																																																																																					
NC_000913	2312877	MOB	"ompC, rcsD"	intergenic(-128/-608)																																																																																																																																														1	1	1																																																																																																									
NC_000913	2312877	MOB	"ompC, rcsD"	intergenic(-128/-608)																																																																																																																																													1																																																																																																												
NC_000913	2315572	SNP	rcsD	C695C(TGC_TGT)								1																																																																																																																																																																																																																																																	
NC_000913	2315727	SNP	rcsD	G747D(GGC_GAC)								1																																																																																																																																																																																																																																																	
NC_000913	2316351	SNP	rcsB	M59L(ATG_CTG)																																																			1																																																																																																																																																																																																						
NC_000913	2317816	SNP	rcsC	R687R(CGT_CGC)			1																																																																																																																																																																																																																																																						
NC_000913	2317917	SNP	rcsC	T654A(ACC_GCC)										1	1																																																																																																																																																																																																																																														
NC_000913	2320618	SNP	atoS	I192M(ATT_ATG)																																																																																																																						1																																																																																																																																			
NC_000913	2321945	SNP	atoC	Q27P(CAA_CCA)																																																				1																																																																																																																																																																																																					
NC_000913	2323537	SNP	atoD	T31A(ACT_GCT)																												1																																																																																																																																																																																																																													
NC_000913	2325154	SNP	atoE	G133G(GGT_GGC)		1																																																																																																																																																																																																																																																							
NC_000913	2325637	SNP	atoE	R294R(CGT_CGC)																	1																																																																																																																																																																																																																																								
NC_000913	2326925	INS	atoB	coding(817/1185nt)																										1																																																																																																																																																																																																																															
NC_000913	2328783	INS	yfaQ	coding(1015/1650nt)												1	1																																																																																																																																																																																																																																												
NC_000913	2331551	SNP	yfaS	pseudogene(2852/4605nt)		1																																																																																																																																																																																																																																																							
NC_000913	2333691	SNP	yfaS	pseudogene(712/4605nt)																		1																																																																																																																																																																																																																																							
NC_000913	2337019	SNP	gyrA	A801V(GCC_GTC)												1	1																																																																																																																																																																																																																																												
NC_000913	2338288	SNP	gyrA	H378P(CAT_CCT)																																																			1																																																																																																																																																																																																						
NC_000913	2339460	SNP	"gyrA, ubiG"	intergenic(-40/-107)																	1																																																																																																																																																																																																																																								
NC_000913	2340675	SNP	yfaL	L1165L(TTA_TTG)											1																																																																																																																																																																																																																																														
NC_000913	2341415	SNP	yfaL	T919A(ACG_GCG)												1	1																																																																																																																																																																																																																																												
NC_000913	2341631	SNP	yfaL	T847A(ACT_GCT)												1																																																																																																																																																																																																																																													
NC_000913	2343454	SNP	yfaL	Y239S(TAT_TCT)																																																																																																																																																						1																																																																																																			
NC_000913	2343779	SNP	yfaL	S131A(TCC_GCC)																																																			1																																																																																																																																																																																																						
NC_000913	2344828	SNP	"yfaL, nrdA"	intergenic(-659/-37)												1	1																																																																																																																																																																																																																																												
NC_000913	2346802	SNP	nrdA	A646A(GCG_GCA)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	2348587	SNP	yfaE	A25V(GCG_GTG)																										1																																																																																																																																																																																																																															
NC_000913	2348730	SNP	yfaE	C73G(TGT_GGT)																																																				1																																																																																																																																																																																																					
NC_000913	2353790	SNP	glpA	A382T(GCC_ACC)												1	1																																																																																																																																																																																																																																												
NC_000913	2355127	SNP	glpB	V288A(GTA_GCA)	1																																																																																																																																																																																																																																																								
NC_000913	2355663	SNP	glpC	L48P(CTG_CCG)																												1																																																																																																																																																																																																																													
NC_000913	2356017	SNP	glpC	F166C(TTT_TGT)																																																				1																																																																																																																																																																																																					
NC_000913	2358589	SNP	rhmA	V86A(GTC_GCC)				1																																																																																																																																																																																																																																																					
NC_000913	2359249	SNP	rhmT	T302A(ACC_GCC)	1																																																																																																																																																																																																																																																								
NC_000913	2360829	SNP	rhmD	D196Y(GAT_TAT)																																																																																																																																											1																																																																																																														
NC_000913	2360846	INS	rhmD	coding(569/1206nt)																												1																																																																																																																																																																																																																													
NC_000913	2366486	SNP	arnB	A187T(GCT_ACT)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	2367269	SNP	arnC	S67G(AGC_GGC)						1																																																																																																																																																																																																																																																			
NC_000913	2367405	SNP	arnC	R112H(CGC_CAC)																	1																																																																																																																																																																																																																																								
NC_000913	2369371	SNP	arnA	D445N(GAT_AAT)																																																																																																															1	1	1																																																																																																																																								
NC_000913	2371563	SNP	arnT	V219A(GTT_GCT)								1																																																																																																																																																																																																																																																	
NC_000913	2372999	SNP	arnF	F36L(TTT_TTG)																																																			1																																																																																																																																																																																																						
NC_000913	2373305	SNP	pmrD	E78E(GAA_GAG)								1																																																																																																																																																																																																																																																	
NC_000913	2374970	SNP	menE	R12W(CGG_TGG)																											1																																																																																																																																																																																																																														
NC_000913	2375828	MOB	menC	coding(132-135/963nt)																																																																																																																																																																																																																																																									
NC_000913	2376074	SNP	menB	L249R(CTG_CGG)																																																				1																																																																																																																																																																																																					
NC_000913	2376592	SNP	menB	G76G(GGT_GGC)																				1																																																																																																																																																																																																																																					
NC_000913	2379241	SNP	menD	N7Y(AAC_TAC)																	1																																																																																																																																																																																																																																								
NC_000913	2380055	SNP	menF	T197A(ACT_GCT)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	2380295	SNP	menF	C117G(TGT_GGT)																																																				1																																																																																																																																																																																																					
NC_000913	2386502	SNP	yfbL	S215P(TCC_CCC)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	2389752	SNP	yfbP	N213D(AAT_GAT)							1																																																																																																																																																																																																																																																		
NC_000913	2390019	SNP	"yfbP, nuoN"	intergenic(+55/+29)																																																																																											1																																																																																																																																																														
NC_000913	2398634	SNP	nuoG	Q511R(CAG_CGG)																										1	1	1																																																																																																																																																																																																																													
NC_000913	2401795	SNP	nuoE	R86R(CGC_CGT)																										1	1	1																																																																																																																																																																																																																													
NC_000913	2405949	SNP	lrhA	A231A(GCC_GCT)											1																																																																																																																																																																																																																																														
NC_000913	2406260	SNP	lrhA	L128V(TTA_GTA)																																																																																																																																																						1																																																																																																			
NC_000913	2406631	SNP	lrhA	A4V(GCA_GTA)	1	1																																																																																																																																																																																																																																																							
NC_000913	2406831	MOB	"lrhA, alaA"	intergenic(-190/-726)														1																																																																																																																																																																																																																																											
NC_000913	2406923	SNP	"lrhA, alaA"	intergenic(-282/-638)																		1																																																																																																																																																																																																																																							
NC_000913	2409038	SNP	yfbR	E59E(GAA_GAG)						1																																																																																																																																																																																																																																																			
NC_000913	2413228	SNP	"yfbV, ackA"	intergenic(-96/-242)								1																																																																																																																																																																																																																																																	
NC_000913	2419171	SNP	yfcD	E2E(GAA_GAG)										1																																																																																																																																																																																																																																															
NC_000913	2420100	SNP	yfcF	A129V(GCG_GTG)																										1																																																																																																																																																																																																																															
NC_000913	2421732	SNP	yfcH	T9A(ACA_GCA)												1	1																																																																																																																																																																																																																																												
NC_000913	2421749	SNP	yfcH	R14R(CGC_CGT)																																																																																																																1																																																																																																																																									
NC_000913	2421841	SNP	yfcH	V45A(GTG_GCG)																			1																																																																																																																																																																																																																																						
NC_000913	2422240	SNP	yfcH	L178R(CTG_CGG)																																																			1																																																																																																																																																																																																						
NC_000913	2423579	SNP	"yfcI, hisP"	intergenic(-40/+157)																																																			1																																																																																																																																																																																																						
NC_000913	2427402	SNP	argT	S130S(TCA_TCG)																			1																																																																																																																																																																																																																																						
NC_000913	2429065	SNP	purF	Y392H(TAC_CAC)				1																																																																																																																																																																																																																																																					
NC_000913	2430394	SNP	cvpA	T124A(ACC_GCC)					1																																																																																																																																																																																																																																																				
NC_000913	2435409	SNP	truA	A76A(GCG_GCA)																	1																																																																																																																																																																																																																																								
NC_000913	2437826	SNP	pdxB	M9T(ATG_ACG)																										1	1	1																																																																																																																																																																																																																													
NC_000913	2438570	SNP	flk	P207P(CCA_CCC)																																																			1	1																																																																																																																																																																																																					
NC_000913	2438860	SNP	flk	D304G(GAC_GGC)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	2441814	SNP	mnmC	G17G(GGT_GGC)				1	1																																																																																																																																																																																																																																																				
NC_000913	2441945	SNP	mnmC	V61A(GTG_GCG)																	1																																																																																																																																																																																																																																								
NC_000913	2442524	SNP	mnmC	A254V(GCG_GTG)				1	1																																																																																																																																																																																																																																																				
NC_000913	2445152	SNP	yfcA	R137C(CGC_TGC)																										1	1	1																																																																																																																																																																																																																													
NC_000913	2448157	SNP	prmB	N95S(AAC_AGC)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	2449635	INS	yfcO	coding(415/822nt)				1	1																																																																																																																																																																																																																																																				
NC_000913	2453901	SNP	yfcU	pseudogene(1101/2646nt)	1																																																																																																																																																																																																																																																								
NC_000913	2454272	SNP	yfcU	pseudogene(730/2646nt)																	1																																																																																																																																																																																																																																								
NC_000913	2456380	SNP	sixA	T145A(ACA_GCA)																											1																																																																																																																																																																																																																														
NC_000913	2458429	SNP	fadJ	Y244C(TAT_TGT)			1																																																																																																																																																																																																																																																						
NC_000913	2458447	SNP	fadJ	H238R(CAC_CGC)	1																																																																																																																																																																																																																																																								
NC_000913	2459668	SNP	fadI	T268A(ACG_GCG)																										1	1	1																																																																																																																																																																																																																													
NC_000913	2460130	SNP	fadI	M114V(ATG_GTG)							1																																																																																																																																																																																																																																																		
NC_000913	2460381	SNP	fadI	T30M(ACG_ATG)					1																																																																																																																																																																																																																																																				
NC_000913	2460805	SNP	yfcZ	L44L(CTG_TTG)																																																																																																																																																																																																									1																																																
NC_000913	2461278	SNP	"yfcZ, fadL"	intergenic(-344/-28)								1																																																																																																																																																																																																																																																	
NC_000913	2461315	SNP	fadL	K4Q(AAA_CAA)																																																																																																																						1																																																																																																																																			
NC_000913	2462119	SNP	fadL	F272L(TTT_CTT)							1																																																																																																																																																																																																																																																		
NC_000913	2462889	DEL	"fadL, yfdF"	intergenic(+243/-123)							1																																																																																																																																																																																																																																																		
NC_000913	2464296	SNP	mlaA	A238T(GCA_ACA)																																																																																																																																																																																																							1																																																		
NC_000913	2465722	DEL	yfdC	coding(422/933nt)																																																																																																					1																																																																																																																																																				
NC_000913	2467027	SNP	intS	R161R(CGC_CGT)						1																																																																																																																																																																																																																																																			
NC_000913	2467446	SNP	intS	K301R(AAG_AGG)	1	1	1	1	1	1	1																																																																																																																																																																																																																																																		
NC_000913	2469636	MOB	gtrS	coding(506-509/1332nt)																																																																																																																																																																																																		1																																																							
NC_000913	2469647	MOB	gtrS	coding(517-520/1332nt)																																																																																																																																																																																																			1																																																						
NC_000913	2469886	MOB	gtrS	coding(756-764/1332nt)																																																																																																																																																																																																											1	1																																													
NC_000913	2470411	SNP	gtrS	L427L(TTA_TTG)																							1																																																																																																																																																																																																																																		
NC_000913	2471762	SNP	yfdL	pseudogene(361/579nt)																	1																																																																																																																																																																																																																																								
NC_000913	2473322	SNP	oweS	pseudogene(264/708nt)						1																																																																																																																																																																																																																																																			
NC_000913	2473880	SNP	yfdP	R93C(CGC_TGC)		1																																																																																																																																																																																																																																																							
NC_000913	2474212	SNP	yfdQ	T61A(ACT_GCT)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	2475549	SNP	yfdS	R13R(CGC_CGT)																			1																																																																																																																																																																																																																																						
NC_000913	2476116	SNP	yfdT	I82F(ATC_TTC)																	1																																																																																																																																																																																																																																								
NC_000913	2476595	SNP	pawZ	pseudogene(12/15nt)	1																																																																																																																																																																																																																																																								
NC_000913	2476804	SNP	dsdC	T276A(ACG_GCG)		1																																																																																																																																																																																																																																																							
NC_000913	2477942	SNP	dsdX	A32A(GCG_GCA)																	1																																																																																																																																																																																																																																								
NC_000913	2478163	SNP	dsdX	V106A(GTG_GCG)																										1	1	1																																																																																																																																																																																																																													
NC_000913	2478551	SNP	dsdX	I235M(ATA_ATG)																										1																																																																																																																																																																																																																															
NC_000913	2479993	SNP	dsdA	R264R(CGT_CGC)								1																																																																																																																																																																																																																																																	
NC_000913	2481325	SNP	emrY	A284A(GCG_GCT)																																																																																																																																													1																																																																																																												
NC_000913	2482332	SNP	emrK	A336A(GCA_GCG)												1																																																																																																																																																																																																																																													
NC_000913	2484572	SNP	evgS	T67A(ACG_GCG)								1																																																																																																																																																																																																																																																	
NC_000913	2485315	INS	evgS	coding(942/3594nt)										1																																																																																																																																																																																																																																															
NC_000913	2486868	SNP	evgS	V832G(GTC_GGC)																																																			1	1																																																																																																																																																																																																					
NC_000913	2487085	SNP	evgS	L904L(TTA_TTG)																1																																																																																																																																																																																																																																									
NC_000913	2488952	SNP	yfdE	S73G(AGT_GGT)																										1	1	1																																																																																																																																																																																																																													
NC_000913	2490592	SNP	oxc	S453S(AGT_AGC)								1																																																																																																																																																																																																																																																	
NC_000913	2492875	SNP	frc	F127C(TTT_TGT)																																																				1																																																																																																																																																																																																					
NC_000913	2493412	SNP	"frc, yfdX"	intergenic(-158/+355)																																																			1																																																																																																																																																																																																						
NC_000913	2493798	SNP	yfdX	I202T(ATC_ACC)																																																																																																																1																																																																																																																																									
NC_000913	2495245	SNP	yfdY	S16S(AGC_AGT)												1																																																																																																																																																																																																																																													
NC_000913	2495641	SNP	"yfdY, lpxP"	intergenic(-349/-4)																																																																																																																																																						1																																																																																																			
NC_000913	2498862	SNP	ypdA	V64V(GTT_GTC)						1																																																																																																																																																																																																																																																			
NC_000913	2501851	SNP	ypdC	I241T(ATT_ACT)		1																																																																																																																																																																																																																																																							
NC_000913	2502083	SNP	fryA	R801R(CGT_CGC)																										1	1	1																																																																																																																																																																																																																													
